"Year","City","Sport","Discipline","Athlete","Country","Gender","Event","Medal"
1912,"Stockholm","Athletics","Athletics","KOLEHMAINEN, Hannes","FIN","Men","10000M","Gold"
1912,"Stockholm","Athletics","Athletics","TEWANINA, Lewis","USA","Men","10000M","Silver"
1912,"Stockholm","Athletics","Athletics","ALTIMANI, Fernando","ITA","Men","10000M Walk","Bronze"
1912,"Stockholm","Athletics","Athletics","GOULDING, George","CAN","Men","10000M Walk","Gold"
1912,"Stockholm","Athletics","Athletics","WEBB, Ernest","GBR","Men","10000M Walk","Silver"
1912,"Stockholm","Athletics","Athletics","LIPPINCOTT, Donald","USA","Men","100M","Bronze"
1912,"Stockholm","Athletics","Athletics","CRAIG, Ralph","USA","Men","100M","Gold"
1912,"Stockholm","Athletics","Athletics","MEYER, I. Alvah","USA","Men","100M","Silver"
1912,"Stockholm","Athletics","Athletics","HAWKINS, Martin","USA","Men","110M Hurdles","Bronze"
1912,"Stockholm","Athletics","Athletics","KELLY, Frederick","USA","Men","110M Hurdles","Gold"
1912,"Stockholm","Athletics","Athletics","WENDELL, James","USA","Men","110M Hurdles","Silver"
1912,"Stockholm","Athletics","Athletics","TABER, Norman","USA","Men","1500M","Bronze"
1912,"Stockholm","Athletics","Athletics","JACKSON, Arnold","GBR","Men","1500M","Gold"
1912,"Stockholm","Athletics","Athletics","KIVIAT, Abel","USA","Men","1500M","Silver"
1912,"Stockholm","Athletics","Athletics","APPLEGARTH, William","GBR","Men","200M","Bronze"
1912,"Stockholm","Athletics","Athletics","CRAIG, Ralph","USA","Men","200M","Gold"
1912,"Stockholm","Athletics","Athletics","LIPPINCOTT, Donald","USA","Men","200M","Silver"
1912,"Stockholm","Athletics","Athletics","COTTRILL, William","GBR","Men","3000M Team","Bronze"
1912,"Stockholm","Athletics","Athletics","HUTSON, George William","GBR","Men","3000M Team","Bronze"
1912,"Stockholm","Athletics","Athletics","MOORE, Frank W.","GBR","Men","3000M Team","Bronze"
1912,"Stockholm","Athletics","Athletics","OWEN, Edward","GBR","Men","3000M Team","Bronze"
1912,"Stockholm","Athletics","Athletics","PORTER, Cyril Henry Atwell","GBR","Men","3000M Team","Bronze"
1912,"Stockholm","Athletics","Athletics","BERNA, Tell Schirnding","USA","Men","3000M Team","Gold"
1912,"Stockholm","Athletics","Athletics","BONHAG, George V.","USA","Men","3000M Team","Gold"
1912,"Stockholm","Athletics","Athletics","KIVIAT, Abel","USA","Men","3000M Team","Gold"
1912,"Stockholm","Athletics","Athletics","SCOTT, Henry Louis","USA","Men","3000M Team","Gold"
1912,"Stockholm","Athletics","Athletics","TABER, Norman","USA","Men","3000M Team","Gold"
1912,"Stockholm","Athletics","Athletics","FOCK, Bror","SWE","Men","3000M Team","Silver"
1912,"Stockholm","Athletics","Athletics","FRYKBERG, Nils","SWE","Men","3000M Team","Silver"
1912,"Stockholm","Athletics","Athletics","OHLSSON, Thorild","SWE","Men","3000M Team","Silver"
1912,"Stockholm","Athletics","Athletics","WIDE, Ernest","SWE","Men","3000M Team","Silver"
1912,"Stockholm","Athletics","Athletics","ZANDER, John","SWE","Men","3000M Team","Silver"
1912,"Stockholm","Athletics","Athletics","LINDBERG, Edward F.","USA","Men","400M","Bronze"
1912,"Stockholm","Athletics","Athletics","REIDPATH, Charles Decker","USA","Men","400M","Gold"
1912,"Stockholm","Athletics","Athletics","BRAUN, Hans","GER","Men","400M","Silver"
1912,"Stockholm","Athletics","Athletics","APPLEGARTH, William","GBR","Men","4X100M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","D'ARCY, Victor Henry Augustus","GBR","Men","4X100M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","JACOBS, David Henry","GBR","Men","4X100M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","MACKINTOSH, Henry Maitland","GBR","Men","4X100M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","LINDBERG, Knut","SWE","Men","4X100M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","LUTHER, Karl August","SWE","Men","4X100M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","MÖLLER, Ivan","SWE","Men","4X100M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","PERSSON, Ture","SWE","Men","4X100M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","HENLEY, Ernest John","GBR","Men","4X400M Relay","Bronze"
1912,"Stockholm","Athletics","Athletics","NICOL, George","GBR","Men","4X400M Relay","Bronze"
1912,"Stockholm","Athletics","Athletics","SEEDHOUSE, Cyril Norman","GBR","Men","4X400M Relay","Bronze"
1912,"Stockholm","Athletics","Athletics","SOUTTER, James Tindal","GBR","Men","4X400M Relay","Bronze"
1912,"Stockholm","Athletics","Athletics","LINDBERG, Edward F.","USA","Men","4X400M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","MEREDITH, James Edwin","USA","Men","4X400M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","REIDPATH, Charles Decker","USA","Men","4X400M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","SHEPPARD, Melvin","USA","Men","4X400M Relay","Gold"
1912,"Stockholm","Athletics","Athletics","FAILLIOT, Pierre","FRA","Men","4X400M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","LELONG, Charles Louis","FRA","Men","4X400M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","POULENARD, Charles Alexandre Casimir","FRA","Men","4X400M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","SCHURRER, Robert","FRA","Men","4X400M Relay","Silver"
1912,"Stockholm","Athletics","Athletics","HUTSON, George William","GBR","Men","5000M","Bronze"
1912,"Stockholm","Athletics","Athletics","KOLEHMAINEN, Hannes","FIN","Men","5000M","Gold"
1912,"Stockholm","Athletics","Athletics","BOUIN, Jean","FRA","Men","5000M","Silver"
1912,"Stockholm","Athletics","Athletics","DAVENPORT, Ira Nelson","USA","Men","800M","Bronze"
1912,"Stockholm","Athletics","Athletics","MEREDITH, James Edwin","USA","Men","800M","Gold"
1912,"Stockholm","Athletics","Athletics","SHEPPARD, Melvin","USA","Men","800M","Silver"
1912,"Stockholm","Athletics","Athletics","EKE, John","SWE","Men","Cross Country Individual","Bronze"
1912,"Stockholm","Athletics","Athletics","KOLEHMAINEN, Hannes","FIN","Men","Cross Country Individual","Gold"
1912,"Stockholm","Athletics","Athletics","ANDERSSON, Hjalmar","SWE","Men","Cross Country Individual","Silver"
1912,"Stockholm","Athletics","Athletics","GLOVER, Ernest","GBR","Men","Cross Country Team","Bronze"
1912,"Stockholm","Athletics","Athletics","HIBBINS, Frederick Newton","GBR","Men","Cross Country Team","Bronze"
1912,"Stockholm","Athletics","Athletics","HUMPHREYS, Frederick Harkness","GBR","Men","Cross Country Team","Bronze"
1912,"Stockholm","Athletics","Athletics","ANDERSSON, Hjalmar","SWE","Men","Cross Country Team","Gold"
1912,"Stockholm","Athletics","Athletics","EKE, John","SWE","Men","Cross Country Team","Gold"
1912,"Stockholm","Athletics","Athletics","TERNSTRÖM, Josef","SWE","Men","Cross Country Team","Gold"
1912,"Stockholm","Athletics","Athletics","ESKOLA, Jalmari","FIN","Men","Cross Country Team","Silver"
1912,"Stockholm","Athletics","Athletics","KOLEHMAINEN, Hannes","FIN","Men","Cross Country Team","Silver"
1912,"Stockholm","Athletics","Athletics","STENROOS, Albin Oskar","FIN","Men","Cross Country Team","Silver"
1912,"Stockholm","Athletics","Athletics","HOLMER, Gösta","SWE","Men","Decathlon","Bronze"
1912,"Stockholm","Athletics","Athletics","THORPE, Jim","USA","Men","Decathlon","Gold"
1912,"Stockholm","Athletics","Athletics","WIESLANDER, Hugo K.","SWE","Men","Decathlon","Gold"
1912,"Stockholm","Athletics","Athletics","LOMBERG, Charles","SWE","Men","Decathlon","Silver"
1912,"Stockholm","Athletics","Athletics","DUNCAN, James Henry","USA","Men","Discus Throw","Bronze"
1912,"Stockholm","Athletics","Athletics","TAIPALE, Armas Rudolf","FIN","Men","Discus Throw","Gold"
1912,"Stockholm","Athletics","Athletics","BYRD, Richard Leslie","USA","Men","Discus Throw","Silver"
1912,"Stockholm","Athletics","Athletics","MAGNUSSON, Emil","SWE","Men","Discus Throw, Both Hands","Bronze"
1912,"Stockholm","Athletics","Athletics","TAIPALE, Armas Rudolf","FIN","Men","Discus Throw, Both Hands","Gold"
1912,"Stockholm","Athletics","Athletics","NIKLANDER, Elmer Konstantin","FIN","Men","Discus Throw, Both Hands","Silver"
1912,"Stockholm","Athletics","Athletics","CHILDS, Clarence Chester","USA","Men","Hammer Throw","Bronze"
1912,"Stockholm","Athletics","Athletics","MCGRATH, Matthew J.","USA","Men","Hammer Throw","Gold"
1912,"Stockholm","Athletics","Athletics","GILLIS, Duncan","CAN","Men","Hammer Throw","Silver"
1912,"Stockholm","Athletics","Athletics","HORINE, George Leslie","USA","Men","High Jump","Bronze"
1912,"Stockholm","Athletics","Athletics","RICHARDS, Alma Wilfred","USA","Men","High Jump","Gold"
1912,"Stockholm","Athletics","Athletics","LIESCHE, Hans","GER","Men","High Jump","Silver"
1912,"Stockholm","Athletics","Athletics","TSICLITIRAS, Konstantinos","GRE","Men","High Jump, Standing","Bronze"
1912,"Stockholm","Athletics","Athletics","ADAMS, Platt","USA","Men","High Jump, Standing","Gold"
1912,"Stockholm","Athletics","Athletics","ADAMS, Benjamin W.","USA","Men","High Jump, Standing","Silver"
1912,"Stockholm","Athletics","Athletics","KOVACS, Mor","HUN","Men","Javelin Throw","Bronze"
1912,"Stockholm","Athletics","Athletics","LEMMING, Eric","SWE","Men","Javelin Throw","Gold"
1912,"Stockholm","Athletics","Athletics","SAARISTO, Juho Julius","FIN","Men","Javelin Throw","Silver"
1912,"Stockholm","Athletics","Athletics","PELTONEN, Urho Pellervo","FIN","Men","Javelin Throw, Both Hands","Bronze"
1912,"Stockholm","Athletics","Athletics","SAARISTO, Juho Julius","FIN","Men","Javelin Throw, Both Hands","Gold"
1912,"Stockholm","Athletics","Athletics","SIIKANIEMI, Väinö","FIN","Men","Javelin Throw, Both Hands","Silver"
1912,"Stockholm","Athletics","Athletics","ABERG, Georg","SWE","Men","Long Jump","Bronze"
1912,"Stockholm","Athletics","Athletics","GUTTERSON, Albert Lovejoy","USA","Men","Long Jump","Gold"
1912,"Stockholm","Athletics","Athletics","BRICKER, Calvin David","CAN","Men","Long Jump","Silver"
1912,"Stockholm","Athletics","Athletics","ADAMS, Benjamin W.","USA","Men","Long Jump, Standing","Bronze"
1912,"Stockholm","Athletics","Athletics","TSICLITIRAS, Konstantinos","GRE","Men","Long Jump, Standing","Gold"
1912,"Stockholm","Athletics","Athletics","ADAMS, Platt","USA","Men","Long Jump, Standing","Silver"
1912,"Stockholm","Athletics","Athletics","STROBINO, Gaston","USA","Men","Marathon","Bronze"
1912,"Stockholm","Athletics","Athletics","MCARTHUR, Kennedy Kane","RSA","Men","Marathon","Gold"
1912,"Stockholm","Athletics","Athletics","GITSHAM, Christian W.","RSA","Men","Marathon","Silver"
1912,"Stockholm","Athletics","Athletics","LUKEMAN, Frank","CAN","Men","Pentathlon","Bronze"
1912,"Stockholm","Athletics","Athletics","BIE, Ferdinand Reinhardt","NOR","Men","Pentathlon","Gold"
1912,"Stockholm","Athletics","Athletics","THORPE, Jim","USA","Men","Pentathlon","Gold"
1912,"Stockholm","Athletics","Athletics","DONAHUE, James Joseph","USA","Men","Pentathlon","Silver"
1912,"Stockholm","Athletics","Athletics","HAPPENNY, William","CAN","Men","Pole Vault","Bronze"
1912,"Stockholm","Athletics","Athletics","MURPHY, Frank Dwyer","USA","Men","Pole Vault","Bronze"
1912,"Stockholm","Athletics","Athletics","UGGLA, Bertil","SWE","Men","Pole Vault","Bronze"
1912,"Stockholm","Athletics","Athletics","BABCOCK, Harry Stoddard","USA","Men","Pole Vault","Gold"
1912,"Stockholm","Athletics","Athletics","NELSON, Frank Thayer","USA","Men","Pole Vault","Silver"
1912,"Stockholm","Athletics","Athletics","WRIGHT, Marc Snowell","USA","Men","Pole Vault","Silver"
1912,"Stockholm","Athletics","Athletics","WHITNEY, Laurence Atwood","USA","Men","Shot Put","Bronze"
1912,"Stockholm","Athletics","Athletics","MCDONALD, Patrick","USA","Men","Shot Put","Gold"
1912,"Stockholm","Athletics","Athletics","ROSE, Ralph","USA","Men","Shot Put","Silver"
1912,"Stockholm","Athletics","Athletics","NIKLANDER, Elmer Konstantin","FIN","Men","Shot Put, Both Hands","Bronze"
1912,"Stockholm","Athletics","Athletics","ROSE, Ralph","USA","Men","Shot Put, Both Hands","Gold"
1912,"Stockholm","Athletics","Athletics","MCDONALD, Patrick","USA","Men","Shot Put, Both Hands","Silver"
1912,"Stockholm","Athletics","Athletics","ALMLÖF, Erik","SWE","Men","Triple Jump","Bronze"
1912,"Stockholm","Athletics","Athletics","LINDBLOM, Gustav","SWE","Men","Triple Jump","Gold"
1912,"Stockholm","Athletics","Athletics","ABERG, Georg","SWE","Men","Triple Jump","Silver"
1920,"Antwerp","Athletics","Athletics","WILSON, James","GBR","Men","10000M","Bronze"
1920,"Antwerp","Athletics","Athletics","NURMI, Paavo","FIN","Men","10000M","Gold"
1920,"Antwerp","Athletics","Athletics","GUILLEMOT, Joseph","FRA","Men","10000M","Silver"
1920,"Antwerp","Athletics","Athletics","GUNN, Charles","GBR","Men","10000M Walk","Bronze"
1920,"Antwerp","Athletics","Athletics","FRIGERIO, Ugo","ITA","Men","10000M Walk","Gold"
1920,"Antwerp","Athletics","Athletics","PEARMAN, Joseph","USA","Men","10000M Walk","Silver"
1920,"Antwerp","Athletics","Athletics","EDWARD, Harry","GBR","Men","100M","Bronze"
1920,"Antwerp","Athletics","Athletics","PADDOCK, Charles","USA","Men","100M","Gold"
1920,"Antwerp","Athletics","Athletics","KIRKSEY, Morris","USA","Men","100M","Silver"
1920,"Antwerp","Athletics","Athletics","MURRAY, Frederick","USA","Men","110M Hurdles","Bronze"
1920,"Antwerp","Athletics","Athletics","THOMSON, Earl","CAN","Men","110M Hurdles","Gold"
1920,"Antwerp","Athletics","Athletics","BARRON, Harold","USA","Men","110M Hurdles","Silver"
1920,"Antwerp","Athletics","Athletics","SHIELDS, Marion Lawrence","USA","Men","1500M","Bronze"
1920,"Antwerp","Athletics","Athletics","HILL, Albert","GBR","Men","1500M","Gold"
1920,"Antwerp","Athletics","Athletics","NOEL-BAKER, Philipp John","GBR","Men","1500M","Silver"
1920,"Antwerp","Athletics","Athletics","EDWARD, Harry","GBR","Men","200M","Bronze"
1920,"Antwerp","Athletics","Athletics","WOODRING, Allen","USA","Men","200M","Gold"
1920,"Antwerp","Athletics","Athletics","PADDOCK, Charles","USA","Men","200M","Silver"
1920,"Antwerp","Athletics","Athletics","AMBROSINI, Ernesto","ITA","Men","3000M Steeplechase","Bronze"
1920,"Antwerp","Athletics","Athletics","HODGE, Percy","GBR","Men","3000M Steeplechase","Gold"
1920,"Antwerp","Athletics","Athletics","FLYNN, Patrick","USA","Men","3000M Steeplechase","Silver"
1920,"Antwerp","Athletics","Athletics","BACKMAN, Erik","SWE","Men","3000M Team","Bronze"
1920,"Antwerp","Athletics","Athletics","LUNDGREN, Sven","SWE","Men","3000M Team","Bronze"
1920,"Antwerp","Athletics","Athletics","WIDE, Edvin","SWE","Men","3000M Team","Bronze"
1920,"Antwerp","Athletics","Athletics","BROWN, Horace Hallock","USA","Men","3000M Team","Gold"
1920,"Antwerp","Athletics","Athletics","DRESSER, Ivan","USA","Men","3000M Team","Gold"
1920,"Antwerp","Athletics","Athletics","SCHARDT, Arlie Alfred","USA","Men","3000M Team","Gold"
1920,"Antwerp","Athletics","Athletics","BLEWITT, Charles Edward","GBR","Men","3000M Team","Silver"
1920,"Antwerp","Athletics","Athletics","HILL, Albert","GBR","Men","3000M Team","Silver"
1920,"Antwerp","Athletics","Athletics","SEAGROVE, William Raymond","GBR","Men","3000M Team","Silver"
1920,"Antwerp","Athletics","Athletics","REMER, Richard Frederick","USA","Men","3000M Walk","Bronze"
1920,"Antwerp","Athletics","Athletics","FRIGERIO, Ugo","ITA","Men","3000M Walk","Gold"
1920,"Antwerp","Athletics","Athletics","PARKER, George","AUS","Men","3000M Walk","Silver"
1920,"Antwerp","Athletics","Athletics","ENGDAHL, Nils","SWE","Men","400M","Bronze"
1920,"Antwerp","Athletics","Athletics","RUDD, Bevil Gordon D'Urban","RSA","Men","400M","Gold"
1920,"Antwerp","Athletics","Athletics","BUTLER, Guy Montagu","GBR","Men","400M","Silver"
1920,"Antwerp","Athletics","Athletics","DESCH, August George","USA","Men","400M Hurdles","Bronze"
1920,"Antwerp","Athletics","Athletics","LOOMIS, Frank","USA","Men","400M Hurdles","Gold"
1920,"Antwerp","Athletics","Athletics","NORTON, John Kelley","USA","Men","400M Hurdles","Silver"
1920,"Antwerp","Athletics","Athletics","HOLMSTRÖM, Agne","SWE","Men","4X100M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","MALM, Sven","SWE","Men","4X100M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","PETERSSON, R. William E.","SWE","Men","4X100M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","SANDSTRÖM, Nils","SWE","Men","4X100M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","KIRKSEY, Morris","USA","Men","4X100M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","MURCHISON, Loren","USA","Men","4X100M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","PADDOCK, Charles","USA","Men","4X100M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","SCHOLZ, Jackson","USA","Men","4X100M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","ALI KAHN, Emile","FRA","Men","4X100M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","LORAIN, René","FRA","Men","4X100M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","MOURLON, René","FRA","Men","4X100M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","TIRARD, René","FRA","Men","4X100M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","ANDRE, Georges","FRA","Men","4X400M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","DELVART, Maurice","FRA","Men","4X400M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","DEVAUX, Jean André","FRA","Men","4X400M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","FERY, Gaston","FRA","Men","4X400M Relay","Bronze"
1920,"Antwerp","Athletics","Athletics","AINSWORTH-DAVIS, John Creyghton","GBR","Men","4X400M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","BUTLER, Guy Montagu","GBR","Men","4X400M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","GRIFFITHS, Cecil Richmond","GBR","Men","4X400M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","LINDSAY, Robert Alexander","GBR","Men","4X400M Relay","Gold"
1920,"Antwerp","Athletics","Athletics","DAVEL, Harry","RSA","Men","4X400M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","OLDFIELD, Clarence Winston","RSA","Men","4X400M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","OOSTERLAAK, Jack","RSA","Men","4X400M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","RUDD, Bevil Gordon D'Urban","RSA","Men","4X400M Relay","Silver"
1920,"Antwerp","Athletics","Athletics","BACKMAN, Erik","SWE","Men","5000M","Bronze"
1920,"Antwerp","Athletics","Athletics","GUILLEMOT, Joseph","FRA","Men","5000M","Gold"
1920,"Antwerp","Athletics","Athletics","NURMI, Paavo","FIN","Men","5000M","Silver"
